Texto,Emoción
"God, that's like a whole problem with like-- But, no, I mean, hey-- if you ever",neutral
"if you ever come out to Montgomery, I mean, you know, just -- just call up, you know, call up the operator and I'll-- I'll be here. So, um.",neutral
I'll,neutral
"call up the Sprint call center and, uh, you know. cool",neutral
Alright. Take Care.,neutral
You too.,neutral
What's he going to say? Maybe we ought to tell him before he sees it.,neutral
He saw it.,neutral
He was out here when it broke.,neutral
When?,surprise
He's getting just like after he died. What's the meaning in that?,sad
What?,surprise
You can't say that to him.,angry
We've gotta say it to him.,angry
How are you going to prove it? Can you prove it?,angry
"For God's sake, three years. Nobody comes back after three years. It's insane.",angry
"To you it is and to me, but not to him. You can talk yourself blue in the face, but there's no body and no grave, so where are you?",angry
Why?,neutral
Going to ask her to marry me.,neutral
"Well that's only your business, Chris.",neutral
What do you want me to do? You're old enough to know your own mind.,angry
Well you want to make sure your father isn't going to have --,neutral
"Well, then you know it's not only my business.",angry
"Sometimes you infuriate me, you know that? Isn't it your business, too, if I tell this to father and he throws a fit about it? You have such a talent for ignoring things.",angry
I ignore what I got to ignore. The girl is Larry's girl.,angry
"From father's point of view, he's not dead. And you have no right to take his girl.",angry
I wanted to get this settled first.,neutral
How do you know she'll marry you? Maybe she feels the same way father does.,neutral
"The trouble is, you don't see enough women. You never did.",neutral
I don't see why it has to be Annie.,angry
"Alright, then, mom. Did we skip something? No. Alright, then, mom.",neutral
Yes we did. Do you want to keep going?,neutral
"Yeah, let's keep going.",neutral
Just give it some more thought.,neutral
"father forgot about Larry, we'd have a regular wedding and everything happy. If I can't get that here, then I'll have to get out.",sad
What the hell is this?,angry
Are you crazy?,angry
You've got a business here. What the hell is this?,angry
The business? The business doesn't inspire me.,angry
Must you be inspired?,angry
"Yes. I like getting an hour a day. If I have to grub for money all day long, at least at evening, I want it beautiful.",angry
"Yes, on this I would.",neutral
You don't want to think like that.,angry
Then you help me stay here.,neutral
"Alright. But just don't think like that because what the hell did we work for? That's all for you, Chris. The whole shooting match is just for you.",angry
"But don't think that way, you hear me?",angry
Why did he invite her here?,angry
"Oh, God, line.",neutral
Why does that bother you?,neutral
"She's been in New York three and a half years. Why, all of a sudden--",angry
Nobody comes seven hundred miles just to see.,angry
He's not going to marry her.,angry
How do you know he's even thinking about it?,neutral
It's got that about it.,angry
Well so what?,neutral
"What's going on here, Joe?",angry
Line.,neutral
"Now listen, kid. Now, listen.",neutral
"She's not his girl, Joe. She knows she's not.",angry
"Then why is she still single? New York is full of men. Why hasn't she married? Probably a hundred people told her she's foolish, but she's waited.",angry
"Because she knows what I know, that's why. She's faithful as a rock. In my worst moments, I think of her waiting and I know, again, that I'm right.",angry
"Nobody in this house dares take her faith away, Joe. Strangers might, but not his father, not his brother.",angry
"I want you to act like he's coming back, both of you. Don't think I haven't noticed you since he invited her here. I won't stand for any nonsense.",angry
"Because if he's not coming back, I'll kill myself.",angry
Laugh. Laugh at me. But why did that happen the very night that she came here?,angry
She goes to sleep in his bed and his memorial breaks in pieces. Look. Look at it. Joe--,angry
"Believe with me, Joe. I can't stand all alone",angry
"You, above all, have got to believe. You.",angry
I can't help it.,sad
"What have I got to hide? What the hell is the matter with you, Kate?",angry
Every day since.,happy
"I was waiting for you, Chris. 'Til then, you never wrote and when you did, what did you say? You sure can be ambiguous, you know.",happy
I'll never forgive you. Why did you wait all these years? All I've done is sit around and wonder if I was crazy for thinking of you.,happy
"Yes, I suppose there has been. But it's going from me.",sad
I don't know where to start.,sad
"It's all mixed up with so many other things. You remember overseas, I was in command of a company?",sad
Well I lost them.,sad
How many?,sad
Just about all.,sad
"Oh, gees.",sad
It takes a little time to toss that off because they weren't just men.,sad
"For instance, one time it'd been raining several days. And this kid came to me and gave me his last pair of dry socks; put them in my pocket. That's only a little thing, but that's the kind of guys I had.",sad
"And I got this idea watching them go down, everything was being destroyed, see? But, to me, it seemed there was one new thing that was made,",sad
a kind of responsibility. Man for man. You understand me? And then I went home and it was incredible.,sad
"There was no meaning in it here. The whole thing to them was some sort of bus accident. Then I went to work for dad and that whole rat race again. I felt, what you said, ashamed somehow",sad
because nobody was changed. It seemed to make suckers out of a lot of guys. I felt wrong to be alive;,sad
"to open that bank book; to drive the new car; to see the new refrigerator. I mean, you can take these things out of a war, but when you drive the new car, you have to know that it came out of the love a man can have for a man.",sad
"You have to be a little better because of that. Otherwise, we have is really loot and there's blood on it. I don't want to take any of it. I guess that included you.",sad
"Annie, Annie, I'm going to make you a fortune.",happy
What'll I do with a fortune?,happy
Fine.,neutral
It's not yours.,angry
Whose is it?,neutral
"It's ours. It's mine, too.",angry
You kept saying my flashlight as if it's somehow just yours. How is that supposed to make me feel?,angry
Yes.,angry
"Are you cold? Do you want my jacket? We should have brought the blanket, our blanket.",neutral
You want my jacket?,neutral
It's after eleven; let's go home.,angry
There is no point in coming down here.,angry
Right.,neutral
"That's my point, too.",neutral
So let's go home.,angry
I just don't. It's stupid.,angry
"Pass up what? These little fish swim onto the beach, flop around and then they swim away. And then they die.",angry
What are you so excited about?,neutral
For real?,surprise
Yes.,angry
"Last year, you will also remember, our shoes got wet. I got sand in my panties. We got into a big fight over nothing. You got a sore throat and we did not see the grunions.",angry
"Look at this, goose bumps.",neutral
Well so what'd you think?,neutral
What I said.,neutral
"Goddamn it, Augie, don't ask me that. I hate it when you ask me that. You always ask me that. It's insulting.",angry
Well what's bugging you?,angry
We just have different ideas about what this evening is supposed to look like.,angry
"There's nothing to it. We come down here. The grunions arrive. They do their little fish business. We go ooh, ah, look at the fish. They go home. We go home.",angry
"We never do, do we? Have we ever?",angry
"I did want to see it. I always do. I keep thinking this time will be the time, but it never is.",angry
"It was about four years ago, right after we got married. We thought I was pregnant and we had a bottle of champagne but no glasses. You asked me to dance. So we took off our shoes and you popped the cork.",sad
"Wait a minute, I've got it.",neutral
Dancing barefoot in the sand; drinking champagne from the bottle.,sad
"It was in the car, right? Driving past the Knickerbocker Liquor Locker? You said let's get some champagne and I said times a wasting or something like that. Right? That's it, right? You want this to be like the other time. That's it. Of course.",neutral
I'd rather not remember some things. I'd rather not hope for some things.,sad
No.,sad
No.,sad
No.,angry
I want something to turn out the way it's supposed to.,angry
"Well welcome to the human race. You think this is what I had in mind? You think that when I proposed, I had this great fantasy going that four years down the line, we'd come to the beach and yell at each other over fish? No.",angry
"And we'll have three fat rosy kids and ha, ha, ha, baby, the joke's on us, 'cause you know what you get, Carla? You know what you get? This.",angry
This what? What is this? This isn't even anything.,angry
"Oh, right, sure. This is standing on the beach. This is waiting. This is fighting.",angry
But this isn't anything like I thought anything would be like.,angry
"No, I know, me neither.",angry
I didn't say that.,sad
"No, I know. But still. I know I don't make you happy.",sad
Yeah?,surprise
"Actually, now that you mention it, no. I don't.",happy
"Okay, fine. So we're in the wrong spot, but we're with the right person.",happy
"I don't know. It seemed like a good spot to me. I mean, look at the view you've got of the moon from here.",happy
"Yeah, I noticed that. Looks pretty on the water, doesn't it? Big ol' white moon. I'm sorry, Augie.",happy
"Shh. If we're very quiet, the fish might come.",happy
Good God.,fear
I wonder.,fear
"Nobody knows we're here, except Freda and she wouldn't ring up.",fear
"It must be them, then.",fear
What are we to do?,fear
"We'll be alright, darling. Whatever happens, aren't we?",neutral
"Meaning that sacred and beautiful thing, love?",neutral
"You mustn't be serious, my dear. That's just what they want.",neutral
All the futile moralists who try to make life unbearable. Laugh at them. Be flippant. Laugh at everything. All their sacred shibboleths. Flippancy brings out the acid- acid in their damn sweetness and light.,angry
"If I laugh at everything, I must laugh at us, too.",neutral
No. That fire will fade along with our passion.,sad
Horrible thing. I hated it.,angry
Line?,neutral
"As a matter of fact, the real cause of that row was Peter Burden.",neutral
That was the first time you ever hit me.,angry
I didn't hit you very hard.,neutral
"The manager came in and found us rolling about on the floor, biting and scratching like panthers. Oh, dear.",happy
"How ridiculous. How utterly, utterly ridiculous.",happy
And very much sillier.,happy
"You must admit that he was in love with you, wasn't he?",angry
"Just a little, perhaps, nothing serious.",happy
Line?,neutral
Let him kiss you.,neutral
You let him kiss you. You said you did.,angry
What of it?,angry
What of it?,angry
What about me?,angry
"That's a nice point of view, I must say.",angry
So am I; bored stiff.,angry
"No, thanks.",angry
It's become a habit with you.,angry
"Really, Amanda",angry
What?,angry
Nothing.,angry
"Going out somewhere, my dear?",angry
"As a matter of fact, that's perfectly true.",angry
"Oh, no, it isn't.",angry
"Yes, it is.",angry
"Oh, be quiet.",angry
Line?,neutral
It's a pity you didn't- It's a pity you didn't have more brandy.,neutral
It's a pity you didn't have any more brandy. It might have made you a little less disagreeable.,angry
Line?,neutral
"Snap. Oh, snap, snap, snap, like a little adder.",angry
"Adders don't snap, they sting.",angry
"They -- nonsense, they have a little bag of venom behind their fangs and they snap.",angry
They snap.,angry
I don't care. Do you understand? I don't care. I don't mind if they bark and roll about like hoops.,angry
"Yes, I did, quite a lot.",angry
"I suppose you let him kiss you a good deal more then, hmm?",angry
Mind your own business.,angry
You must have had a riotous time.,angry
"No restraint at all, very enjoyable. You never had much anyhow.",angry
You're quite insufferable. I expected it's because you're drunk.,angry
I'm not in the least drunk.,angry
You always had a weak head.,angry
"On the contrary, a child of two could get violently drunk on only one glass of brandy.",angry
Very interesting. And how about a child of four and a child of six and a child of nine?,angry
"Oh, shut up.",angry
"Not very funny, dear. You'd better have some more brandy.",angry
Very good idea. I will,angry
You better turn that off I think.,angry
Why?,angry
There aren't any people upstairs. It's a photographer's studio.,angry
"There are people downstairs, I suppose",angry
"Turn it on again, please.",angry
"Very well, if you insist on being boorish and idiotic.",angry
Turn it off. It's driving me mad.,angry
Go away. Go away. I hate you.,angry
Turn it off.,angry
You are far too temperamental. Try to control yourself.,angry
We swapped. Listen.,neutral
Listen--,angry
"Listen, indeed. I am sick and tired of listening to you, you damn sadistic bully.",angry
"You're a vile tempered, loosed living",angry
Stop.,angry
wicked little beast. And I- I hope I never see you again as long as live.,angry
Stop. I hate you. Do you hear me? You're conceited and overbearing and utterly impossible.,angry
"This is the end. Do you understand, the end? Finally and forever.",angry
You're not going like this.,angry
"Oh, yes, I am.",angry
"No, you're not.",angry
"Let go of me. You're a cruel fiend and I hate and loath you. Thank God, I discovered in time what you're really like.",angry
Shut up. Shut up.,angry
"You're a mean, evil minded",angry
Marry you again? Huh.,angry
little vampire And I hope to God I never set eyes on you as long as I live.,angry
"Never, never, never. I'd rather die in torment. Beast brute.",angry
Whore.,angry
Swine.,angry
"Hi, I need an ID.",neutral
"ahh Yeah, this is the wrong line. I'm sorry. You need to go back over to line two B. That's where you should have started from.",neutral
"Well, I have no camera here. I can't help you at all here, ma'am. I have forms for something completely different. You need to go to a different place.",neutral
"So could I maybe get the form from you, fill it out here- and maybe you could-",neutral
Isn't there anything you can do? Just call over and ask them if I can go to the front of the line in the other line.,angry
Why not?,angry
"Right, well, last time they told me, it was this line, and obviously, it's not true.",angry
What is it?,neutral
um.,sad
I'm sorry. It's just a lot ahh to explain. ahh I got a call--,sad
"I got a call today,",sad
I'm going to need to go overseas for a while.,sad
You got called up.,angry
Iraq.,fear
I thought you said this wasn't going to happen for at least a year.,angry
"I don't know ""sigh"".",sad
I know. I know.,sad
"I know. Well, we'll have to figure all that out. I mean, I think the Army's going to provide childcare and help us out with that. um.",sad
Where do you have to go? Where are you going?,angry
Iraq.,sad
I think infantry. I'm not sure.,sad
I don't understand why they would just do something like this?,angry
It doesn't make any sense. It's stupid. I told you you shouldn't go in the Army.,angry
"Your Your mom, you want me to move in with your mom?",surprise
I don't think there's anything we can do.,sad
I'll tell them I'm sick and that you can't leave something.,sad
It's not fair.,sad
I know. I know it's not fair.,sad
Why has to be you? There's all those other people. Somebody else can go instead. It's not right.,sad
"Well, apparently nobody else can go.",sad
I understand. I'm worried about you. I don't know what's going to happen to you.,sad
I know.,sad
I know.,sad
I jus-,sad
We'll figure something out. We just have to ... we just have to think about this. Could any of your family help us?,sad
I don't know.,sad
Yeah. I guess. I don't know what they're going to say.,sad
"Yeah, we'll call them. We'll figure something out. I'm sorry, I'm sorry, I'm sorry. You're right.",sad
I'm going to miss their first words.,sad
I know.,sad
You'll have to send me pictures and letters everyday.,sad
"All the time, every day, every day. They have e-mail over there and stuff like that, right? I can send you pictures.",sad
"Yeah, as much as I can.",sad
"""sigh"" Three weeks.",sad
Three weeks?,surprise
Yeah.,sad
Yeah.,sad
I love you.,sad
"I love you. I'm going to miss you so much. ""sigh""",sad
Shut up.,surprise
"It's so weird too, right, that like you can grow up so near somebody and never know them until you travel hundreds of miles away.",happy
I know,happy
"Right, being like oh, where are you from? The U.S. Where in the U.S.? Chicago. Where in Chicago?",happy
[LAUGHTER] I am sil,happy
"Knowing the neighborhood. Yeah, it's pretty bizarre.",happy
Yeah.,happy
Mm-hmm.,happy
"Yeah, she loves him.",happy
"Yeah, she-yeah, that's my type.",happy
Thank you.,happy
[LAUGHTER],happy
[LAUGHTER],happy
Exactly.,happy
"Exactly, ""laugh"".",happy
Sorry.,happy
There's still time for that.,happy
[BREATHING],happy
So I was one of the first ones? That makes me feel so important.,happy
I have to think about moving now. We're going to move in together,happy
I think it's a good idea to live together before you get married.,happy
"I don't want a house, I mean just-",happy
L.A. apartment is fine.,happy
"Two artists, though. We're bound to be poor forever.",happy
yeah.,happy
yeah.,happy
Definitely not for a while,happy
yeah.,happy
[LAUGHTER] Good luck.,happy
[LAUGHTER],happy
"Oh, thanks. I'll need it.",happy
"You won't have trouble, You won't have trouble.",happy
"Oh thanks, you're too nice",happy
just being polite now,happy
"You should just approach her like that. Hey, will you bear my children?",happy
because I am not getting married.,happy
"Exactly, [LAUGHTER] I think that'll go over great, don't you?",happy
"Yeah, totally.",happy
"That's what girls like, right?",happy
Total turn on.,happy
Would you mind popping out a few for me?,happy
[LAUGHTER],happy
"That'd be great, thanks.",happy
"Brian, I need help.",sad
"Babe, I don't know what to tell you. Don't give up.",neutral
"Well, of course not, but what are you going to do if you move back home? Are you going to be able to find a job there?",neutral
I went to school and I got my degree. And I got a job.,neutral
Nothing's impossible.,neutral
You have to be willing - You have to be willing to start you know at the bottom and work your way up. and,neutral
"No, it doesn't pay the bills, but it would pay something. And it would help you get somewhere else.",neutral
I still can't live on in six seven and five. It's not possible in Los Angeles. Housing is too expensive.,angry
"and No, I understand, but you've got to start somewhere. It's better than nothing and that's all you have. You have nothing right now.",neutral
"Wait, You can move up. There's management programs in McDonalds and things like that.",neutral
"[GARBAGE] No, I wouldn't, but I--",neutral
"Well, you know what? Life gets humili... humiliating at times.",neutral
"Well, what are you going to do about it to make it different?",neutral
Have you? There's got to be something else.,neutral
I'm just so scared to start over I mean. I put so much time and energy into being here.,sad
"Where am I supposed to go? I mean, like what?",sad
"If it's rent or something like that, I mean I can help you out a little bit, if- if that will help you you know stick with it.",neutral
I don't know. Maybe I can take out a loan. I just- I need prospects and I don't feel like I have any.,sad
"Well, just don't give up. And there's- you know, You never know, something might be around the corner tomorrow.",neutral
"Well, you know I'm not going to let you starve.",neutral
I'm just worried.,sad
"It's the way it seems to me. You started complaining about not being able to find a job the first day you went out and didn't find a job. And I'm not saying like and not trying to you know put you down or anything, it's just that-",neutral
That's really hard to hear.,sad
I feel like I have faith and now faith is running thin because there is no money.,sad
"Well, exactly. Money is not everything.",neutral
You know I would never let that happen. I wouldn't let that happen.,neutral
"You can always stay with me if you- if you have to stay with me for a while and get yourself back up on your feet again. You know I'm not just going to you know just throw you to the wolves or something like that. If there's any way I can help you, I will.",neutral
But you have to keep trying. You can't give up.,neutral
"And you've got to think--well, ask yourself why are they not hiring you?",neutral
I mean are you going in for interviews?,neutral
Are you presenting-,neutral
putting your best foot forward? or you,neutral
"Do they seem to like you? I mean, Can you get any read from them?",neutral
Have you ever called them back and asked why you didn't get the job?,neutral
Do they give you any specifics as to why they didn't go with you?,neutral
"Yeah, I understand. maybe What jobs are we talking about?",neutral
Like- What's your ideal job? What do you want to do?,neutral
"Well, I'd like to be a working actor.",neutral
Of course.,neutral
But um--,neutral
"Everyone wants to be a working actor, but they all work at something else.",neutral
Yeah.,neutral
So what's the something else?,neutral
"Bartending, catering.",neutral
"You can't get a catering gig? Well, I can call some friends. I- Well, I did call some friends before, but you went in once and then never went back.",neutral
Would you be willing to make some more calls on my behalf? I won't--I won't make you look bad.,sad
If I- If you- Will you stick with it?,neutral
yeah.,neutral
"Okay. Okay, I'll call some people.",neutral
Thank you.,neutral
"But you've got to keep looking for other stuff. You've got to do it on your own, too. Okay?",neutral
"I will, I will.",neutral
You know I'll always help you.,neutral
"Hi,um- I think my baggage was lost, and I need to I guess file a claim or I don't know what.",neutral
"Okay, what flight were you on?",neutral
Um-Seventeen. Coming from --,neutral
On what airline?,neutral
It was Virgin Atlantic coming from London.,neutral
"From London, okay. Um- And you went through all your proper checkpoints?",neutral
So you haven't seen your bags since Africa. You flew threw Heath Row to here.,neutral
Right.,neutral
Yeah.,neutral
"Okay. Well, let me see here. I-",neutral
It seems like it went through Heath Row. I see it here. uh-,neutral
That's good.,neutral
But uh- I don't see it here in the airport yet. uh,neutral
I'm not sure where it is. We can absolutely keep an eye out for for it for you.,neutral
"Well, I can't leave without it. I mean, Could you find out?",neutral
"Well, I'm not a miracle worker. I don't know what I can do for you. I don't have the bag right here.",neutral
"Well, as I told you, it left Heath Row and it seems to have arrived here. But if you can't find it, then-are you sure you know what your bag looks like?",neutral
"Okay, and what is that? What kind of bag is it?",neutral
Um- It's a travel backpack. It's green and gray. It's got my name on it and my information.,neutral
Are you sure?,neutral
"All right? Now, um- it's green, travel bag, you couldn't find it. And was there something important in it that you need it?",neutral
Sentimental value.,neutral
"Right. Well, I don't know what to tell you. Um- What I can offer you is a fifty dollar voucher on your next flight.",neutral
"No, I understand. I mean. It's got to be tough all those sentimental things, but um- this is all I can do for you.",neutral
"Well, you know, sometimes that's--really, I mean what else could we do?",neutral
Uh- Not lose the baggage in the first place. I mean You're offering a service here. I paid so much money for that ticket.,angry
"Well,",neutral
"Let's- Let's just relax for a moment, ma'am. You understand, obviously, we're going to do everything we can to keep all of your luggage here.",neutral
"Obviously, we're not trying to lose your luggage. Do you really believe that we're trying to lose your luggage ma'am?",neutral
"No, but I mean like why can't- why can't you find it? Where did it go? Who lost it?",angry
"Well, I just-I paid so much money for this ticket. I feel like you guys should be able to get-to offer me more than a fifty dollar voucher.",angry
"Well, we're talking about one bag. You personally made it here, didn't you?",neutral
"Yeah, meaning I didn't die in a fiery plane crash. How convenient, but um- I paid two thousand dollar to ride your airline, and I would really appreciate getting my bags there to my destination in one place.",angry
"Right, but part of the agreement is that I'm paying so that I can take myself and my belongings with me.",angry
And that you're going to transport them safely from one place to another.,angry
"That's all you can offer me? I mean, my the stuff in there is worth way more than fifty dollar.",angry
"Well, I understand that. Did you buy flight insurance?",neutral
"Well, my hands are really tied then.",neutral
"Well, it's like any kind of insurance. You don't-when you get it, then you get more. You know, Like if you--",neutral
"Well, of course not because you've got your backpack with you the whole time. Now, if you--you said this was a travel bag. Why weren't you carrying it on if it was so important?",neutral
"Uh, so it was really heavy.",neutral
"I'm sorry, ma'am, there's nothing else I can do. My hands are really tied here. I really wish there was something else I could do for you.",neutral
I don't believe that for a second.,angry
Well I don't know why you wouldn't believe that.,neutral
"Well, I have no way to give you more money. I'm giving you as much money as I can, and figuring- as far as figuring out where you bag is-",neutral
What do you mean as you can? Who makes up these rules?,angry
makes up?,neutral
You're an autono- autonomous human being. You could- You could go into the com-,angry
"The airline makes these rules, mom ma'am.",neutral
"No, I don't think I am. I like have a whole bunch of stuff that means a lot to me, and I brought it you know from Africa. It's not like I can just go back and get it whenever I want.",angry
Right.,neutral
It's not like I can go to Kmart and buy another.,angry
"And while I really would love to be able to hand you your bag right now, obviously I can't do that.",neutral
So you'd like the fifty dollar voucher?,neutral
"Okay, just fill out these three forms, and um- you'll- we'll have that sent to you within the next three weeks and, of course, we'll definitely keep an eye out for your bag.",neutral
You have a wonderful day.,neutral
A good friend of mine passed away the other day.,sad
"Oh no, I'm so sorry. What happened?",sad
"Oh they had some pretty progressive cancer,",sad
"metastasized and it was old and they knew that it wasn't looking good, but-",sad
That's the worst. I'm so sorry. Did you know him well?,sad
Yeah. We were. Pretty close.,sad
[BREATHING],sad
"I am so sorry, It's-",sad
It's the worst when they go like that. [GARBAGE] Was he young?,sad
Kind of.,sad
"It's hard to watch when it's painful for them, you know.",sad
"Absolutely, absolutely.",sad
It's the think,sad
"I just, I don't know.",sad
There's no reason for it.,sad
I know.,sad
And he could of... He was pretty awesome,sad
Yeah? What'd he do? What did they do? How'd you know him?,sad
"Uh, We grew up together.",sad
yeah.,sad
"Is he an actor too, or-?",neutral
"Yeah, he kind of did a lot of things, but we acted together, sometimes.",sad
"I feel really bad for his family, you know.",sad
"Yes of course, of course.",sad
"It must be really, really hard to lose a child.",sad
Was he very close to his family?,neutral
"Yeah. And they were really supportive, like through the whole process, but-",sad
yeah.,neutral
[BREATHING],sad
I can't imagine what his- what his parents are going through.,sad
Of course not. You have no idea what it's like to lose a kid.,sad
"Yeah, I'm just going to miss him.",sad
Thank you.,sad
Is there a funeral planned? or-,neutral
"Yeah, they're going to do some sort of memorial service or something.",sad
"Cool, Well, If you want me to go with you, I will.",neutral
Thanks.,sad
No problem.,neutral
"It's really bizarre, you know, when you know somebody really well, and then...",sad
something happens and they die and it's like-,sad
"really hard to imagine that like you're going to continue to live, and that person's just going to have stopped.",sad
"Right, it just doesn't make any sense, it's not real. It doesn't feel real.",sad
yeah.,neutral
[BREATHING],sad
"Do you know what, it's going to pass,eventually, I mean it'll never pass, it'll always be there, and you'll always remember and everything like that, but you know. It'll get easier I guess.",neutral
yeah.,sad
That's the best way to put it.,neutral
It's hard to say good-bye.,sad
Absolutely.,neutral
[BREATHING],sad
"Do you know what, if it was me that died, I'd really want you to be crying and being really upset too any way. So, I think you should definitely do this, because it's trying what it's supposed to be.",neutral
yeah yeah.,sad
Uh- I don't know.,happy
"Well, I don't want to, I don't want to live with my mom.",neutral
"Okay, you're right, you're right, you're right, right. Maybe we should get a place together.",happy
"Hi, sir. How can I help you?",neutral
Okay.,neutral
"[LAUGHTER] All right. I'm sorry, sir that you've been having a hard time.",neutral
"This is ridiculous. I- I seriously, I don't understand why you think these automated systems are supposed to like work for anybody. They have never, ever work for me.",angry
"I kwon, it is ridiculous",neutral
"yeah, I understand.",neutral
"Can you like talk to somebody about this, can you like can you tell them that this is ridiculous and can they change it from now on, is there a phone number you have that I can call that will like automatically be talking to somebody a human being.",angry
Uh- when's when's-,neutral
"If yeah, well if you just slow down we'll um, we'll definitely have your problem solved and after we have your problem solved, then I can transfer you to a manager, someone who can you know, you can voice your complaint to, who will be able to something about it.",neutral
"Like I know I paid last month, but it hasn't been paid and you charged me a late fee.",angry
"Okay, so where?, okay, all right, so where did you uh- locate your your bill?",neutral
In the mail?,neutral
"So is it, is- is it at all possible that maybe this statement is just old and that the transaction hadn't been processed yet?",neutral
Okay.,neutral
Okay.,neutral
"Okay so, I'll just look it up and you know see what's going on, maybe we can...",neutral
if I call it up on the screen.,neutral
"Okay, great, go ahead.",neutral
"So in the database, it looks as though um, there is a there is like a glitch in the transaction where it hadn't gone through before, but I do see that you paid the, what can you tell me the amount, what was the amount?",neutral
"Okay, I do see that on here, and it says that um, it had some trouble clearing for some reason. And I think that was the problem on our end. So um-",neutral
"Well you know sometimes-- just with online transactions, things happens. so um-",neutral
"No, No, No, I am grateful.",neutral
"Yeah, we- Somebody went in and- and cleared the problem and it looks like you're all paid.",neutral
Did they take-,neutral
"You do the direct the direct it um- it's taking right out of your bank account, correct?",neutral
"Yes, yes, exactly.",neutral
Yeah so- That --that did go through.,neutral
Are you taking the late fee off of my account then?,neutral
"Um- I can try to do that for you, certainly.",neutral
"Right, right, and since--yeah, since it was just a computer glitch, then that's that should be cleared up as well. So I'm going to go ahead and try and put that into the computer. And if for some reason you notice on your statement in a few days that you've been charged and an overdue fee, then you should just call back and we'll have that.",neutral
Right.,neutral
Well I'll give you my direct line and my number so you can- you can get directly to me.,neutral
Really?,surprise
yeah.,neutral
"That would be wonderful, that would be great seriously.",happy
No problem.,neutral
"thank you, what's the number?",happy
ahh one eight hundred three two three,neutral
three two three,neutral
six four nine four,neutral
"six four nine four. That would be so great, thank you so much.",happy
You're welcome,neutral
I'm sorry that it was an inconvenience.,neutral
"It was horrible, but you've made it much better, thank you very much. Absolutely",happy
Have a good day.,neutral
"You too, thank you so much, have a wonderful day.",happy
bye bye,neutral
What's he going to say? Maybe we should tell him before he sees it.,sad
He saw it.,sad
He was out here when it broke.,sad
"Around Four this morning, and there was a crack and I looked out. We're standing right there when I cracked.",sad
I don't know. but When it cracked he ran back into the house and start to cry in the kitchen.,sad
Did you talk to him?,sad
No. I figured it was best to leave him alone.,sad
He cried hard.,sad
I could hear him right through the floor of my room.,sad
He is thinking about him again.,sad
"It's getting just like after Larry died, he's having dreams, he's walking around at night.",sad
"I guess, he is.",sad
What's the meaning of that?,sad
I don't know the meaning of it. But I know one thing mom did. We made a terrible mistake with dad.,sad
Being dishonest with him. It's the kind of thing that pays off and now it's paying off.,sad
"You know that Larry's not coming back, and I know it. So why do we go on letting him think that we believe with him?",sad
"For God's sake, mom, three years. Nobody comes back after three years! It's insane!",angry
"You know why I asked Annie here, don't you?",sad
Well I got an idea. But what's the story?,neutral
I'm going to ask her to marry me.,neutral
"Well you're a considerate fellow, there's nothing wrong with that.",neutral
To hell with that!,angry
Have you asked Annie yet to marry you?,neutral
"Well how did you know that she will go along with it, I mean maybe she feels the same way as your father?",neutral
"The trouble is you don't see enough women, you never have",neutral
Well I just don't see why it has to be Annie.,neutral
"You marry his girl, and you're pronouncing him dead. Now what's going to happen to your father, do you know? I don't.",sad
What the hell is this?,angry
Are you crazy?,angry
The business? The business? It doesn't inspire me?,angry
"All right! But don't think like that, because I mean, what the hell did we do all this for, Chris? The whole business it's all for you! The whole shooting match is for you!",angry
Why does that bother you?,neutral
She's been in New York three and a half years. Why all of the sudden?,neutral
Well maybe. Maybe she just wanted to see her again.,neutral
"What did you mean? He lived next door to the girl all of his life, why wouldn't he want to see her again? Don't look at me like that, he didn't tell me any more than he told you.",neutral
She's not his girl. She knows she's not.,angry
I want you to pretend like he's coming back!,angry
"Because if he's not coming back, then I'll kill myself.",angry
"Laugh. Laugh at me, but what happens the night that she goes to sleep in his bed, and his memorial breaks in pieces?",angry
"Only last week, another boy turned up in Detroit, been missing longer than Larry, you read it yourself.",angry
You've got to believe. You've got to--,sad
What do you mean me above all? Look at you. You're shaking!,angry
I can't help it!,angry
"What have I got to hide? What the hell is the matter with you, Kate?",angry
You're the only one I know who loves his parents.,happy
I know. It's going out of style isn't it?,happy
"No, it's good.",happy
It's so lovely here. The air is sweet.,happy
No. But I'm not going to stay.,happy
Why?,surprise
What?,neutral
Well sort of embarrassed soon as I came.,sad
Well the plan was to kind of sneak up on you over a period of a week or so. But uh- they take it for granted that we're all set.,happy
How did you know?,neutral
"Well, from her point of view why else would I come?",neutral
I guess this is why I came.,happy
"Anne, I love you. I love you a great deal. I love you!",happy
I'll never forgive you. Why did you wait so long? All this time I've been wondering if I was a fool for thinking of you!,happy
"Not like that, you're not.",happy
"Like Larry's brother. Do it like you, Chris. Chris, what's the matter?",happy
"Yeah, I suppose I have been. But it's going from me.",sad
It wouldn't work like this.,sad
"It's- It's mixed up with so many other things, I-",sad
Remember when I was overseas? I was in command of the company.,sad
yeah sure.,neutral
Yeah. I lost them.,sad
how many?,sad
just about all.,sad
Oh gee.,sad
Takes a little time to toss something like that off you know because they weren't just men-,sad
"for instance, there's this one time. It had been raining for several days. And this kid came up to me and gave me his last pair of dry socks. you know, He just put them in my pocket.",sad
"I know that- that's not a big thing, but it's just the kind of guys I had. They didn't die. They- They killed themselves for each other.",sad
